Type,Path,Relative Path,Size,Created,Modified
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/requests,.venv/Lib/site-packages/pip/_vendor/requests,,2025-06-13T15:35:16.722039,2025-06-12T21:51:46.494482
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/resolvelib,.venv/Lib/site-packages/pip/_vendor/resolvelib,,2025-06-13T15:35:16.804158,2025-06-12T21:51:46.950106
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich,.venv/Lib/site-packages/pip/_vendor/rich,,2025-06-13T15:35:16.855410,2025-06-12T21:51:53.627142
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/tomli,.venv/Lib/site-packages/pip/_vendor/tomli,,2025-06-13T15:35:17.267394,2025-06-12T21:51:53.991079
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/truststore,.venv/Lib/site-packages/pip/_vendor/truststore,,2025-06-13T15:35:17.296335,2025-06-12T21:51:55.025430
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/typing_extensions.py,.venv/Lib/site-packages/pip/_vendor/typing_extensions.py,232,2025-06-13T15:35:17.335215,2025-06-12T21:51:55.049002
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3,.venv/Lib/site-packages/pip/_vendor/urllib3,,2025-06-13T15:35:17.338211,2025-06-12T21:51:58.054209
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/vendor.txt,.venv/Lib/site-packages/pip/_vendor/vendor.txt,34,2025-06-13T15:35:17.596104,2025-06-11T18:09:44.393980
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/__init__.py,.venv/Lib/site-packages/pip/_vendor/__init__.py,202,2025-06-13T15:35:17.603041,2025-06-12T21:51:58.086443
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/cachecontrol/adapter.py,.venv/Lib/site-packages/pip/_vendor/cachecontrol/adapter.py,203,2025-06-13T15:35:15.605472,2025-06-12T21:51:36.180567
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/cachecontrol/cache.py,.venv/Lib/site-packages/pip/_vendor/cachecontrol/cache.py,197,2025-06-13T15:35:15.610468,2025-06-12T21:51:36.231350
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/cachecontrol/caches,.venv/Lib/site-packages/pip/_vendor/cachecontrol/caches,,2025-06-13T15:35:15.618910,2025-06-12T21:51:36.391311
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/cachecontrol/controller.py,.venv/Lib/site-packages/pip/_vendor/cachecontrol/controller.py,212,2025-06-13T15:35:15.689666,2025-06-12T21:51:36.412679
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/cachecontrol/filewrapper.py,.venv/Lib/site-packages/pip/_vendor/cachecontrol/filewrapper.py,215,2025-06-13T15:35:15.693671,2025-06-12T21:51:36.452079
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/cachecontrol/heuristics.py,.venv/Lib/site-packages/pip/_vendor/cachecontrol/heuristics.py,212,2025-06-13T15:35:15.699758,2025-06-12T21:51:36.500112
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/cachecontrol/py.typed,.venv/Lib/site-packages/pip/_vendor/cachecontrol/py.typed,32,2025-06-13T15:35:15.703756,2025-06-11T18:09:52.234439
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/cachecontrol/serialize.py,.venv/Lib/site-packages/pip/_vendor/cachecontrol/serialize.py,209,2025-06-13T15:35:15.707759,2025-06-12T21:51:36.544735
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/cachecontrol/wrapper.py,.venv/Lib/site-packages/pip/_vendor/cachecontrol/wrapper.py,203,2025-06-13T15:35:15.711756,2025-06-12T21:51:36.586361
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/cachecontrol/_cmd.py,.venv/Lib/site-packages/pip/_vendor/cachecontrol/_cmd.py,193,2025-06-13T15:35:15.719065,2025-06-12T21:51:36.646247
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/cachecontrol/__init__.py,.venv/Lib/site-packages/pip/_vendor/cachecontrol/__init__.py,202,2025-06-13T15:35:15.722815,2025-06-12T21:51:36.713184
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/cachecontrol/caches/file_cache.py,.venv/Lib/site-packages/pip/_vendor/cachecontrol/caches/file_cache.py,211,2025-06-13T15:35:15.635602,2025-06-12T21:51:36.280928
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/cachecontrol/caches/redis_cache.py,.venv/Lib/site-packages/pip/_vendor/cachecontrol/caches/redis_cache.py,214,2025-06-13T15:35:15.643604,2025-06-12T21:51:36.335253
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/cachecontrol/caches/__init__.py,.venv/Lib/site-packages/pip/_vendor/cachecontrol/caches/__init__.py,202,2025-06-13T15:35:15.655296,2025-06-12T21:51:36.377259
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/certifi/cacert.pem,.venv/Lib/site-packages/pip/_vendor/certifi/cacert.pem,34,2025-06-13T15:35:15.776716,2025-06-11T18:10:08.318781
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/certifi/core.py,.venv/Lib/site-packages/pip/_vendor/certifi/core.py,194,2025-06-13T15:35:15.782470,2025-06-12T21:51:36.770348
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/certifi/py.typed,.venv/Lib/site-packages/pip/_vendor/certifi/py.typed,32,2025-06-13T15:35:15.787767,2025-06-11T18:10:08.165267
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/certifi/__init__.py,.venv/Lib/site-packages/pip/_vendor/certifi/__init__.py,202,2025-06-13T15:35:15.790766,2025-06-12T21:51:36.833938
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/certifi/__main__.py,.venv/Lib/site-packages/pip/_vendor/certifi/__main__.py,202,2025-06-13T15:35:15.795176,2025-06-12T21:51:36.892962
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/compat.py,.venv/Lib/site-packages/pip/_vendor/distlib/compat.py,200,2025-06-13T15:35:15.832473,2025-06-12T21:51:36.995544
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/database.py,.venv/Lib/site-packages/pip/_vendor/distlib/database.py,206,2025-06-13T15:35:15.836572,2025-06-12T21:51:37.050077
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/index.py,.venv/Lib/site-packages/pip/_vendor/distlib/index.py,197,2025-06-13T15:35:15.839734,2025-06-12T21:51:37.113589
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/locators.py,.venv/Lib/site-packages/pip/_vendor/distlib/locators.py,206,2025-06-13T15:35:15.842728,2025-06-12T21:51:37.162142
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/manifest.py,.venv/Lib/site-packages/pip/_vendor/distlib/manifest.py,206,2025-06-13T15:35:15.846575,2025-06-12T21:51:37.244347
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/markers.py,.venv/Lib/site-packages/pip/_vendor/distlib/markers.py,203,2025-06-13T15:35:15.853203,2025-06-12T21:51:37.464581
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/metadata.py,.venv/Lib/site-packages/pip/_vendor/distlib/metadata.py,206,2025-06-13T15:35:15.856201,2025-06-12T21:51:37.599242
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/resources.py,.venv/Lib/site-packages/pip/_vendor/distlib/resources.py,209,2025-06-13T15:35:15.859579,2025-06-12T21:51:37.669029
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/scripts.py,.venv/Lib/site-packages/pip/_vendor/distlib/scripts.py,203,2025-06-13T15:35:15.863272,2025-06-12T21:51:37.791673
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/t32.exe,.venv/Lib/site-packages/pip/_vendor/distlib/t32.exe,31,2025-06-13T15:35:15.867751,2025-06-11T18:09:54.772226
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/t64-arm.exe,.venv/Lib/site-packages/pip/_vendor/distlib/t64-arm.exe,35,2025-06-13T15:35:15.872023,2025-06-11T18:09:54.951937
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/t64.exe,.venv/Lib/site-packages/pip/_vendor/distlib/t64.exe,31,2025-06-13T15:35:15.875028,2025-06-11T18:09:55.310320
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/util.py,.venv/Lib/site-packages/pip/_vendor/distlib/util.py,194,2025-06-13T15:35:15.879924,2025-06-12T21:51:38.000116
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/version.py,.venv/Lib/site-packages/pip/_vendor/distlib/version.py,203,2025-06-13T15:35:15.884212,2025-06-12T21:51:38.145968
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/w32.exe,.venv/Lib/site-packages/pip/_vendor/distlib/w32.exe,31,2025-06-13T15:35:15.887215,2025-06-11T18:09:55.117231
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/w64-arm.exe,.venv/Lib/site-packages/pip/_vendor/distlib/w64-arm.exe,35,2025-06-13T15:35:15.891213,2025-06-11T18:09:56.850143
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/w64.exe,.venv/Lib/site-packages/pip/_vendor/distlib/w64.exe,31,2025-06-13T15:35:15.894347,2025-06-11T18:09:56.654364
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/wheel.py,.venv/Lib/site-packages/pip/_vendor/distlib/wheel.py,197,2025-06-13T15:35:15.898717,2025-06-12T21:51:38.203696
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distlib/__init__.py,.venv/Lib/site-packages/pip/_vendor/distlib/__init__.py,202,2025-06-13T15:35:15.903865,2025-06-12T21:51:38.259950
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distro/distro.py,.venv/Lib/site-packages/pip/_vendor/distro/distro.py,200,2025-06-13T15:35:15.978732,2025-06-12T21:51:38.315686
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distro/py.typed,.venv/Lib/site-packages/pip/_vendor/distro/py.typed,32,2025-06-13T15:35:15.985084,2025-06-11T18:09:59.074922
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distro/__init__.py,.venv/Lib/site-packages/pip/_vendor/distro/__init__.py,202,2025-06-13T15:35:15.988569,2025-06-12T21:51:38.376853
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/distro/__main__.py,.venv/Lib/site-packages/pip/_vendor/distro/__main__.py,202,2025-06-13T15:35:15.992578,2025-06-12T21:51:38.424143
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/idna/codec.py,.venv/Lib/site-packages/pip/_vendor/idna/codec.py,197,2025-06-13T15:35:16.036169,2025-06-12T21:51:38.465785
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/idna/compat.py,.venv/Lib/site-packages/pip/_vendor/idna/compat.py,200,2025-06-13T15:35:16.042155,2025-06-12T21:51:38.537754
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/idna/core.py,.venv/Lib/site-packages/pip/_vendor/idna/core.py,194,2025-06-13T15:35:16.052559,2025-06-12T21:51:38.646424
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/idna/idnadata.py,.venv/Lib/site-packages/pip/_vendor/idna/idnadata.py,206,2025-06-13T15:35:16.058563,2025-06-12T21:51:38.751239
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/idna/intranges.py,.venv/Lib/site-packages/pip/_vendor/idna/intranges.py,209,2025-06-13T15:35:16.067807,2025-06-12T21:51:38.818945
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/idna/package_data.py,.venv/Lib/site-packages/pip/_vendor/idna/package_data.py,217,2025-06-13T15:35:16.073808,2025-06-12T21:51:38.917592
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/idna/py.typed,.venv/Lib/site-packages/pip/_vendor/idna/py.typed,32,2025-06-13T15:35:16.082437,2025-06-11T18:09:53.205264
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/idna/uts46data.py,.venv/Lib/site-packages/pip/_vendor/idna/uts46data.py,209,2025-06-13T15:35:16.089672,2025-06-12T21:51:39.035156
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/idna/__init__.py,.venv/Lib/site-packages/pip/_vendor/idna/__init__.py,202,2025-06-13T15:35:16.095677,2025-06-12T21:51:39.121338
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/msgpack/exceptions.py,.venv/Lib/site-packages/pip/_vendor/msgpack/exceptions.py,212,2025-06-13T15:35:16.189025,2025-06-12T21:51:39.182943
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/msgpack/ext.py,.venv/Lib/site-packages/pip/_vendor/msgpack/ext.py,191,2025-06-13T15:35:16.193013,2025-06-12T21:51:39.247449
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/msgpack/fallback.py,.venv/Lib/site-packages/pip/_vendor/msgpack/fallback.py,206,2025-06-13T15:35:16.198047,2025-06-12T21:51:39.304560
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/msgpack/__init__.py,.venv/Lib/site-packages/pip/_vendor/msgpack/__init__.py,202,2025-06-13T15:35:16.202044,2025-06-12T21:51:39.384507
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/licenses,.venv/Lib/site-packages/pip/_vendor/packaging/licenses,,2025-06-13T15:35:16.237786,2025-06-12T21:51:39.513763
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/markers.py,.venv/Lib/site-packages/pip/_vendor/packaging/markers.py,203,2025-06-13T15:35:16.255310,2025-06-12T21:51:39.537090
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/metadata.py,.venv/Lib/site-packages/pip/_vendor/packaging/metadata.py,206,2025-06-13T15:35:16.260310,2025-06-12T21:51:39.586560
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/py.typed,.venv/Lib/site-packages/pip/_vendor/packaging/py.typed,32,2025-06-13T15:35:16.268705,2025-06-11T18:09:38.823216
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/requirements.py,.venv/Lib/site-packages/pip/_vendor/packaging/requirements.py,218,2025-06-13T15:35:16.272707,2025-06-12T21:51:39.632981
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/specifiers.py,.venv/Lib/site-packages/pip/_vendor/packaging/specifiers.py,212,2025-06-13T15:35:16.276700,2025-06-12T21:51:39.677920
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/tags.py,.venv/Lib/site-packages/pip/_vendor/packaging/tags.py,194,2025-06-13T15:35:16.284684,2025-06-12T21:51:39.729067
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/utils.py,.venv/Lib/site-packages/pip/_vendor/packaging/utils.py,197,2025-06-13T15:35:16.288410,2025-06-12T21:51:39.775437
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/version.py,.venv/Lib/site-packages/pip/_vendor/packaging/version.py,203,2025-06-13T15:35:16.292407,2025-06-12T21:51:39.818466
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/_elffile.py,.venv/Lib/site-packages/pip/_vendor/packaging/_elffile.py,205,2025-06-13T15:35:16.296405,2025-06-12T21:51:39.855119
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/_manylinux.py,.venv/Lib/site-packages/pip/_vendor/packaging/_manylinux.py,211,2025-06-13T15:35:16.303281,2025-06-12T21:51:39.916657
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/_musllinux.py,.venv/Lib/site-packages/pip/_vendor/packaging/_musllinux.py,211,2025-06-13T15:35:16.306282,2025-06-12T21:51:39.968575
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/_parser.py,.venv/Lib/site-packages/pip/_vendor/packaging/_parser.py,202,2025-06-13T15:35:16.310283,2025-06-12T21:51:40.018484
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/_structures.py,.venv/Lib/site-packages/pip/_vendor/packaging/_structures.py,214,2025-06-13T15:35:16.317960,2025-06-12T21:51:40.056012
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/_tokenizer.py,.venv/Lib/site-packages/pip/_vendor/packaging/_tokenizer.py,211,2025-06-13T15:35:16.322954,2025-06-12T21:51:40.098926
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/__init__.py,.venv/Lib/site-packages/pip/_vendor/packaging/__init__.py,202,2025-06-13T15:35:16.326953,2025-06-12T21:51:40.144320
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/licenses/_spdx.py,.venv/Lib/site-packages/pip/_vendor/packaging/licenses/_spdx.py,196,2025-06-13T15:35:16.244884,2025-06-12T21:51:39.436570
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/packaging/licenses/__init__.py,.venv/Lib/site-packages/pip/_vendor/packaging/licenses/__init__.py,202,2025-06-13T15:35:16.250154,2025-06-12T21:51:39.498758
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/pkg_resources/__init__.py,.venv/Lib/site-packages/pip/_vendor/pkg_resources/__init__.py,202,2025-06-13T15:35:16.342684,2025-06-12T21:51:40.179858
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/platformdirs/android.py,.venv/Lib/site-packages/pip/_vendor/platformdirs/android.py,203,2025-06-13T15:35:16.361446,2025-06-12T21:51:40.218608
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/platformdirs/api.py,.venv/Lib/site-packages/pip/_vendor/platformdirs/api.py,191,2025-06-13T15:35:16.371920,2025-06-12T21:51:40.268306
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/platformdirs/macos.py,.venv/Lib/site-packages/pip/_vendor/platformdirs/macos.py,197,2025-06-13T15:35:16.376923,2025-06-12T21:51:40.321828
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/platformdirs/py.typed,.venv/Lib/site-packages/pip/_vendor/platformdirs/py.typed,32,2025-06-13T15:35:16.385014,2025-06-11T18:09:41.752704
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/platformdirs/unix.py,.venv/Lib/site-packages/pip/_vendor/platformdirs/unix.py,194,2025-06-13T15:35:16.390022,2025-06-12T21:51:40.395747
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/platformdirs/version.py,.venv/Lib/site-packages/pip/_vendor/platformdirs/version.py,203,2025-06-13T15:35:16.395025,2025-06-12T21:51:40.456486
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/platformdirs/windows.py,.venv/Lib/site-packages/pip/_vendor/platformdirs/windows.py,203,2025-06-13T15:35:16.403470,2025-06-12T21:51:40.515676
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/platformdirs/__init__.py,.venv/Lib/site-packages/pip/_vendor/platformdirs/__init__.py,202,2025-06-13T15:35:16.407470,2025-06-12T21:51:40.572277
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/platformdirs/__main__.py,.venv/Lib/site-packages/pip/_vendor/platformdirs/__main__.py,202,2025-06-13T15:35:16.412471,2025-06-12T21:51:40.615928
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/pygments/cmdline.py,.venv/Lib/site-packages/pip/_vendor/pygments/cmdline.py,203,2025-06-13T15:35:16.434805,2025-06-12T21:51:40.661984
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/pygments/console.py,.venv/Lib/site-packages/pip/_vendor/pygments/console.py,203,2025-06-13T15:35:16.439796,2025-06-12T21:51:40.721059
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/pygments/filter.py,.venv/Lib/site-packages/pip/_vendor/pygments/filter.py,200,2025-06-13T15:35:16.448756,2025-06-12T21:51:40.776704
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/pygments/filters,.venv/Lib/site-packages/pip/_vendor/pygments/filters,,2025-06-13T15:35:16.453392,2025-06-12T21:51:41.165070
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/pygments/formatter.py,.venv/Lib/site-packages/pip/_vendor/pygments/formatter.py,209,2025-06-13T15:35:16.471248,2025-06-12T21:51:41.347524
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/pygments/formatters,.venv/Lib/site-packages/pip/_vendor/pygments/formatters,,2025-06-13T15:35:16.476254,2025-06-12T21:51:43.286600
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/pygments/lexer.py,.venv/Lib/site-packages/pip/_vendor/pygments/lexer.py,197,2025-06-13T15:35:16.578286,2025-06-12T21:51:43.316596
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/pygments/lexers,.venv/Lib/site-packages/pip/_vendor/pygments/lexers,,2025-06-13T15:35:16.586288,2025-06-12T21:51:43.488631
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/pygments/modeline.py,.venv/Lib/site-packages/pip/_vendor/pygments/modeline.py,206,2025-06-13T15:35:16.618375,2025-06-12T21:51:43.509801
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/pygments/plugin.py,.venv/Lib/site-packages/pip/_vendor/pygments/plugin.py,200,2025-06-13T15:35:16.622509,2025-06-12T21:51:43.568369
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/pygments/regexopt.py,.venv/Lib/site-packages/pip/_vendor/pygments/regexopt.py,206,2025-06-13T15:35:16.625507,2025-06-12T21:51:43.618821
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/pygments/scanner.py,.venv/Lib/site-packages/pip/_vendor/pygments/scanner.py,203,2025-06-13T15:35:16.628808,2025-06-12T21:51:43.676061
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/pygments/sphinxext.py,.venv/Lib/site-packages/pip/_vendor/pygments/sphinxext.py,209,2025-06-13T15:35:16.635514,2025-06-12T21:51:43.724999
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/pygments/style.py,.venv/Lib/site-packages/pip/_vendor/pygments/style.py,197,2025-06-13T15:35:16.638827,2025-06-12T21:51:43.773025
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/pygments/styles,.venv/Lib/site-packages/pip/_vendor/pygments/styles,,2025-06-13T15:35:16.640833,2025-06-12T21:51:43.934404
