Path,Relative Path,Type,Component,Optimization,Size,Created,Modified,Owner,Permissions,Security Issues,File Type,LOC,Imports Count,Functions Count,Classes Count
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/core/action_registry.py,slick/core/action_registry.py,File,Python Script,Review for Optimization,1263,2025-06-13T15:35:18.980551,2025-06-11T18:09:31.128020,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,36,4,4,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/core/AI_Module.py,slick/core/AI_Module.py,File,Python Script,Review for Optimization,5451,2025-06-13T15:35:18.989622,2025-06-11T18:09:31.064371,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,160,9,18,6
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/core/bridge.py,slick/core/bridge.py,File,Python Script,Review for Optimization,3077,2025-06-13T15:35:18.992619,2025-06-13T12:12:20.249664,slyslickmojo,0o100777,None,Python,85,0,2,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/core/context_ai.py,slick/core/context_ai.py,File,Python Script,Review for Optimization,6231,2025-06-13T15:35:18.995691,2025-06-11T18:09:31.199171,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,179,9,20,7
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/core/security.py,slick/core/security.py,File,Python Script,Review for Optimization,1017,2025-06-13T15:35:19.001961,2025-06-13T12:16:40.997940,slyslickmojo,0o100777,None,Python,32,3,2,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/core/service_manager.py,slick/core/service_manager.py,File,Python Script,Review for Optimization,8448,2025-06-13T15:35:19.005355,2025-06-13T12:33:17.404411,slyslickmojo,0o100777,None,Python,233,9,11,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/core/action_plugins/action_game.py,slick/core/action_plugins/action_game.py,File,Python Script,Review for Optimization,293,2025-06-13T15:35:18.963186,2025-06-11T18:09:30.849549,slyslickmojo,0o100777,None,Python,10,1,2,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/core/action_plugins/action_light.py,slick/core/action_plugins/action_light.py,File,Python Script,Review for Optimization,299,2025-06-13T15:35:18.968730,2025-06-11T18:09:30.984882,slyslickmojo,0o100777,None,Python,10,1,2,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/core/action_plugins/action_schedule.py,slick/core/action_plugins/action_schedule.py,File,Python Script,Review for Optimization,363,2025-06-13T15:35:18.973557,2025-06-11T18:09:30.908929,slyslickmojo,0o100777,None,Python,11,1,2,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/core/action_plugins/__init__,slick/core/action_plugins/__init__,File,Other,No Change Needed,0,2025-06-13T15:35:18.977554,2025-06-11T18:09:30.944118,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/engine/logic_core.py,slick/engine/logic_core.py,File,Python Script,Review for Optimization,1203,2025-06-13T15:35:19.013937,2025-06-12T15:00:40.291615,slyslickmojo,0o100777,None,Python,28,2,2,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/services.py/status_analyzer.py,slick/services.py/status_analyzer.py,File,Python Script,Review for Optimization,2457,2025-06-13T15:35:19.057756,2025-06-13T14:06:28.659858,slyslickmojo,0o100777,None,Python,64,5,5,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/SLICK_AI/game_ai,slick/SLICK_AI/game_ai,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/SLICK_AI/templates,slick/SLICK_AI/templates,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/SLICK_AI/game_ai/AI_MEMORY.PY,slick/SLICK_AI/game_ai/AI_MEMORY.PY,File,Python Script,Review for Optimization,1447,2025-06-13T15:35:19.093603,2025-06-11T18:09:28.379458,slyslickmojo,0o100777,None,Python,43,2,5,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/system/boot_loader.py,slick/system/boot_loader.py,File,Python Script,Review for Optimization,685,2025-06-13T15:35:39.360802,2025-06-12T21:53:18.113863,slyslickmojo,0o100777,None,Python,22,5,1,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/system/core.py,slick/system/core.py,File,Python Script,Review for Optimization,13239,2025-06-13T15:35:39.365801,2025-06-12T21:53:18.184843,slyslickmojo,0o100777,None,Python,437,8,18,4
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/training/folder_restructure.py,slick/training/folder_restructure.py,File,Python Script,Review for Optimization,831,2025-06-13T17:01:25.452969,2025-06-13T17:01:25.452969,slyslickmojo,0o100777,None,Python,27,0,2,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/training/integration_training.py,slick/training/integration_training.py,File,Python Script,Review for Optimization,662,2025-06-13T17:03:41.614362,2025-06-13T17:03:41.614362,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,23,0,1,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/training/sessions.py,slick/training/sessions.py,File,Python Script,Review for Optimization,932,2025-06-13T16:57:44.357333,2025-06-13T16:57:44.357333,slyslickmojo,0o100777,None,Python,29,0,4,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick/training/think_session_training.py,slick/training/think_session_training.py,File,Python Script,Review for Optimization,1010,2025-06-13T17:32:33.134742,2025-06-13T17:32:33.134742,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,33,1,2,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick_ai_system/config,slick_ai_system/config,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick_ai_system/slick,slick_ai_system/slick,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick_ai_system/tests,slick_ai_system/tests,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick_ai_system/slick/ai,slick_ai_system/slick/ai,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick_ai_system/slick/api,slick_ai_system/slick/api,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick_ai_system/slick/cli,slick_ai_system/slick/cli,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick_ai_system/slick/core,slick_ai_system/slick/core,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick_ai_system/slick/utils,slick_ai_system/slick/utils,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick_ai_system/slick/__init__.py,slick_ai_system/slick/__init__.py,File,Python Script,Review for Optimization,0,2025-06-13T15:45:00.944793,2025-06-13T15:45:00.944793,slyslickmojo,0o100777,None,Python,0,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick_ai_system/slick/ai/__init__.py,slick_ai_system/slick/ai/__init__.py,File,Python Script,Review for Optimization,0,2025-06-13T15:45:00.991853,2025-06-13T15:45:00.991853,slyslickmojo,0o100777,None,Python,0,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick_ai_system/slick/api/__init__.py,slick_ai_system/slick/api/__init__.py,File,Python Script,Review for Optimization,0,2025-06-13T15:45:00.952553,2025-06-13T15:45:00.952553,slyslickmojo,0o100777,None,Python,0,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick_ai_system/slick/cli/__init__.py,slick_ai_system/slick/cli/__init__.py,File,Python Script,Review for Optimization,0,2025-06-13T15:45:00.960488,2025-06-13T15:45:00.960488,slyslickmojo,0o100777,None,Python,0,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick_ai_system/slick/core/__init__.py,slick_ai_system/slick/core/__init__.py,File,Python Script,Review for Optimization,0,2025-06-13T15:45:00.976210,2025-06-13T15:45:00.976210,slyslickmojo,0o100777,None,Python,0,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/slick_ai_system/slick/utils/__init__.py,slick_ai_system/slick/utils/__init__.py,File,Python Script,Review for Optimization,0,2025-06-13T15:45:00.991853,2025-06-13T15:45:00.991853,slyslickmojo,0o100777,None,Python,0,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/src/cli,src/cli,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/src/modules,src/modules,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/src/web,src/web,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/src/App.js,src/App.js,File,Web Asset,Check for Vulnerabilities,1133,2025-06-13T15:35:39.413803,2025-06-02T14:04:13.765899,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/src/extensions.ts,src/extensions.ts,File,Other,Check for Vulnerabilities,3718,2025-06-13T15:35:39.443803,2025-06-13T12:15:25.509372,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/src/index.js,src/index.js,File,Web Asset,Check for Vulnerabilities,146,2025-06-13T15:35:39.447801,2025-06-02T14:04:13.751855,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/src/cli/M.py,src/cli/M.py,File,Python Script,Review for Optimization,2187,2025-06-13T15:35:39.425802,2025-06-12T21:53:18.414093,slyslickmojo,0o100777,None,Python,58,4,6,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/src/cli/S.py,src/cli/S.py,File,Python Script,Review for Optimization,2055,2025-06-13T15:35:39.429801,2025-06-12T21:53:18.487010,slyslickmojo,0o100777,None,Python,54,5,6,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/src/cli/U.py,src/cli/U.py,File,Python Script,Review for Optimization,1868,2025-06-13T15:35:39.433803,2025-06-12T21:53:18.583458,slyslickmojo,0o100777,None,Python,51,4,5,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/src/cli/__main__.py,src/cli/__main__.py,File,Python Script,Review for Optimization,95,2025-06-13T15:35:39.438806,2025-06-12T21:53:18.650490,slyslickmojo,0o100777,None,Python,5,1,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/src/modules/AutoMemory_Routes.py,src/modules/AutoMemory_Routes.py,File,Python Script,Review for Optimization,1061,2025-06-13T15:35:39.458804,2025-06-12T21:53:18.712877,slyslickmojo,0o100777,None,Python,40,5,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/src/modules/Auto_Master_Loader.py,src/modules/Auto_Master_Loader.py,File,Python Script,Review for Optimization,1479,2025-06-13T15:35:39.462800,2025-06-12T21:53:18.787491,slyslickmojo,0o100777,None,Python,47,4,2,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/src/modules/Master_Loader.py,src/modules/Master_Loader.py,File,Python Script,Review for Optimization,1716,2025-06-13T15:35:39.466804,2025-06-12T21:53:18.884798,slyslickmojo,0o100777,None,Python,50,3,2,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/system/sync,system/sync,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/system/boot_loader.py,system/boot_loader.py,File,Python Script,Review for Optimization,685,2025-06-13T15:35:39.493804,2025-06-12T21:53:19.195604,slyslickmojo,0o100777,None,Python,22,5,1,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/system/maintenance_scheduler.py,system/maintenance_scheduler.py,File,Python Script,Review for Optimization,599,2025-06-13T15:35:39.509804,2025-06-12T21:53:19.237320,slyslickmojo,0o100777,None,Python,22,3,4,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/system/sync_manager.py,system/sync_manager.py,File,Python Script,Review for Optimization,4186,2025-06-13T15:35:39.529807,2025-06-13T11:42:47.271958,slyslickmojo,0o100777,None,Python,113,6,6,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/system/version_manager.py,system/version_manager.py,File,Python Script,Review for Optimization,2258,2025-06-13T15:35:39.534806,2025-06-13T11:41:03.309944,slyslickmojo,0o100777,None,Python,57,6,4,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/system/__init__.py,system/__init__.py,File,Python Script,Review for Optimization,21,2025-06-13T15:35:39.541805,2025-06-12T21:53:19.303829,slyslickmojo,0o100777,None,Python,1,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/system/sync/conflict_resolver.py,system/sync/conflict_resolver.py,File,Python Script,Review for Optimization,3416,2025-06-13T15:35:39.522806,2025-06-13T11:41:03.328960,slyslickmojo,0o100777,None,Python,85,3,5,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/telegram_bot/bot.py,telegram_bot/bot.py,File,Python Script,Review for Optimization,3504,2025-06-02T00:35:55.295206,2025-06-01T12:33:24.834208,slyslickmojo,0o100777,None,Python,93,9,1,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/telegram_bot/mediation_engine.py,telegram_bot/mediation_engine.py,File,Python Script,Review for Optimization,1466,2025-06-13T16:25:19.259187,2025-06-13T16:25:19.259187,slyslickmojo,0o100777,None,Python,37,0,1,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/telegram_bot/README.md,telegram_bot/README.md,File,Documentation,No Change Needed,0,2025-06-02T00:35:55.295206,2025-06-01T12:04:04.914260,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/telegram_bot/requirements.txt,telegram_bot/requirements.txt,File,Text Asset,No Change Needed,52,2025-06-02T00:35:55.295206,2025-06-01T12:20:37.845926,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/telegram_bot/requirments.txt,telegram_bot/requirments.txt,File,Text Asset,No Change Needed,52,2025-06-02T00:35:55.295206,2025-06-01T12:18:23.792034,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/tests/cohesion,tests/cohesion,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/tests/integration,tests/integration,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/tests/mocks,tests/mocks,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/tests/unit,tests/unit,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/tests/integration_tests.py,tests/integration_tests.py,File,Python Script,Review for Optimization,223,2025-06-13T16:36:59.232681,2025-06-13T16:36:59.232681,slyslickmojo,0o100777,None,Python,5,0,1,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/tests/start_test_services.py,tests/start_test_services.py,File,Python Script,Review for Optimization,1421,2025-06-13T15:35:39.683096,2025-06-13T12:57:02.074252,slyslickmojo,0o100777,None,Python,44,4,1,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/tests/test_memory.py,tests/test_memory.py,File,Python Script,Review for Optimization,0,2025-06-13T15:35:39.692929,2025-06-12T21:53:19.389012,slyslickmojo,0o100777,None,Python,0,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/tests/test_routes.py,tests/test_routes.py,File,Python Script,Review for Optimization,0,2025-06-13T15:35:39.698936,2025-06-12T21:53:19.435874,slyslickmojo,0o100777,None,Python,0,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/tests/test_tools.py,tests/test_tools.py,File,Python Script,Review for Optimization,0,2025-06-13T15:35:39.708990,2025-06-12T21:53:19.455170,slyslickmojo,0o100777,None,Python,0,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/tests/cohesion/check_project_structure.py,tests/cohesion/check_project_structure.py,File,Python Script,Review for Optimization,1450,2025-06-13T15:35:39.618134,2025-06-13T12:55:48.808424,slyslickmojo,0o100777,None,Python,55,2,2,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/tests/integration/test_service_control.py,tests/integration/test_service_control.py,File,Python Script,Review for Optimization,2044,2025-06-13T15:35:39.645480,2025-06-13T12:54:26.082967,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,62,4,2,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/tests/mocks/mock_openai.py,tests/mocks/mock_openai.py,File,Python Script,Review for Optimization,514,2025-06-13T15:35:39.676098,2025-06-13T12:58:56.403101,slyslickmojo,0o100777,None,Python,21,4,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/tests/unit/tests_ai_router.py,tests/unit/tests_ai_router.py,File,Python Script,Review for Optimization,1159,2025-06-13T15:35:39.733893,2025-06-13T12:52:25.228791,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,30,3,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/utils/key_vauly.py,utils/key_vauly.py,File,Python Script,Review for Optimization,162,2025-06-13T16:39:23.640090,2025-06-13T16:39:23.640090,slyslickmojo,0o100777,None,Python,4,0,1,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/utils/visualizatio.py,utils/visualizatio.py,File,Python Script,Review for Optimization,600,2025-06-13T17:20:13.689310,2025-06-13T17:20:13.689310,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,17,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/vscode_integration/secure_synce.py,vscode_integration/secure_synce.py,File,Python Script,Review for Optimization,946,2025-06-13T16:27:29.145865,2025-06-13T16:27:29.145865,slyslickmojo,0o100777,None,Python,27,0,1,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend,web_interface/frontend,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/src,web_interface/src,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/static,web_interface/static,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/templates,web_interface/templates,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/app.py,web_interface/app.py,File,Python Script,Review for Optimization,721,2025-06-13T15:35:45.797720,2025-06-12T21:54:26.121452,slyslickmojo,0o100777,None,Python,22,5,3,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/dashboard_console.py,web_interface/dashboard_console.py,File,Python Script,Review for Optimization,2908,2025-06-13T15:35:45.800829,2025-06-13T01:36:27.627108,slyslickmojo,0o100777,None,Python,87,6,9,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/path_mapping.json,web_interface/path_mapping.json,File,Config,No Change Needed,283,2025-06-13T15:35:45.945965,2025-06-13T11:23:32.493970,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/Proxy_Server.json,web_interface/Proxy_Server.json,File,Config,No Change Needed,587,2025-06-13T15:35:45.951963,2025-06-13T12:30:24.559710,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/security_middleware.py,web_interface/security_middleware.py,File,Python Script,Review for Optimization,220,2025-06-13T15:35:45.957985,2025-06-13T11:26:17.877638,slyslickmojo,0o100777,[A-Za-z0-9\-_]{24},Python,5,0,1,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/sync_service.py,web_interface/sync_service.py,File,Python Script,Review for Optimization,642,2025-06-13T15:35:46.040300,2025-06-13T11:22:53.861367,slyslickmojo,0o100777,None,Python,22,4,1,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/voice_interface.py,web_interface/voice_interface.py,File,Python Script,Review for Optimization,601,2025-06-13T15:35:46.104206,2025-06-12T21:54:26.164512,slyslickmojo,0o100777,None,Python,20,1,3,1
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/__init__.py,web_interface/__init__.py,File,Python Script,Review for Optimization,25,2025-06-13T15:35:46.113792,2025-06-12T21:54:26.204000,slyslickmojo,0o100777,None,Python,1,0,0,0
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend/src,web_interface/frontend/src,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend/Cosmic_back.html,web_interface/frontend/Cosmic_back.html,File,Web Asset,No Change Needed,7460,2025-06-13T15:35:45.814550,2025-06-09T01:54:08,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend/cosmic_front.html,web_interface/frontend/cosmic_front.html,File,Web Asset,No Change Needed,2085,2025-06-13T15:35:45.819572,2025-06-09T01:54:16,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend/index.html,web_interface/frontend/index.html,File,Web Asset,No Change Needed,1012,2025-06-13T15:35:45.823573,2025-06-11T18:09:32.486787,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend/script.js,web_interface/frontend/script.js,File,Web Asset,Check for Vulnerabilities,12000,2025-06-13T15:35:45.829331,2025-06-11T18:09:32.404996,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend/SLICK.html,web_interface/frontend/SLICK.html,File,Web Asset,No Change Needed,6394,2025-06-13T15:35:45.833333,2025-06-12T13:47:18.761184,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend/style.css,web_interface/frontend/style.css,File,Web Asset,No Change Needed,11384,2025-06-13T15:35:45.934266,2025-06-12T05:54:10.136128,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend/src/components,web_interface/frontend/src/components,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend/src/controllers,web_interface/frontend/src/controllers,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend/src/views,web_interface/frontend/src/views,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend/src/components/ConflictResolver.vue,web_interface/frontend/src/components/ConflictResolver.vue,File,Other,No Change Needed,1775,2025-06-13T15:35:45.856031,2025-06-13T12:30:18.869565,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend/src/components/HelpPanel.vue,web_interface/frontend/src/components/HelpPanel.vue,File,Other,No Change Needed,8664,2025-06-13T15:35:45.865588,2025-06-13T13:22:19.637239,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend/src/components/ServiceControlPanel.vue,web_interface/frontend/src/components/ServiceControlPanel.vue,File,Other,No Change Needed,10791,2025-06-13T15:35:45.868562,2025-06-13T12:30:05.534089,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend/src/controllers/slickController.js,web_interface/frontend/src/controllers/slickController.js,File,Web Asset,Check for Vulnerabilities,1725,2025-06-13T15:35:45.900269,2025-06-13T12:37:47.540067,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend/src/views/DeveloperDashboard.vue,web_interface/frontend/src/views/DeveloperDashboard.vue,File,Other,No Change Needed,6408,2025-06-13T15:35:45.916266,2025-06-13T12:39:23.301374,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/frontend/src/views/HelpDashboard.vue,web_interface/frontend/src/views/HelpDashboard.vue,File,Other,No Change Needed,7885,2025-06-13T15:35:45.922265,2025-06-13T13:28:38.389768,slyslickmojo,0o100777,None,N/A,N/A,N/A,N/A,N/A
/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/web_interface/src/components,web_interface/src/components,Directory,Directory Structure,Review Structure,N/A,N/A,N/A,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A
